allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class_new,subclass_new,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,mut_acc,key,enhanced_class,enhanced_subclass,Status,Previous_class,Previous_subclass,NS Changes,NS comments
blaOXA-228,blaOXA,,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-228,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063861837.1,NG_049523.1,No,AFM55001.1,JQ422053.1,+,100,930,+,100,930,22508298,,,blaOXA-228,2026-03-24.1,blaOXA-228__NG_049523.1,WP_063861837.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-229,blaOXA,,carbapenem-hydrolyzing class D beta-lactamase OXA-229,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063861840.1,NG_049524.1,No,AFM55000.1,JQ422052.1,+,1100,1930,+,101,931,22508298,,,blaOXA-229,2026-03-24.1,blaOXA-229__NG_049524.1,WP_063861840.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-23,blaOXA,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_001046004.1,NG_049525.1,No,CAB69042.1,AJ132105.1,+,972,1793,+,101,922,"1,060,274,937,255,460",,blaARI-1,blaOXA-23,2026-03-24.1,blaOXA-23__NG_049525.1,WP_001046004.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-230,blaOXA,,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-230,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862119.1,NG_049526.1,No,AFM55002.1,JQ422054.1,+,101,931,+,101,931,22508298,,,blaOXA-230,2026-03-24.1,blaOXA-230__NG_049526.1,WP_063862119.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-231,blaOXA,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-231,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862128.1,NG_049527.1,No,AFG29918.1,JQ326200.2,+,194,1021,+,101,928,22736746,,,blaOXA-231,2026-03-24.1,blaOXA-231__NG_049527.1,WP_063862128.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-232,blaOXA,,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-232,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_043907054.1,NG_049528.1,No,AGD91915.1,JX423831.1,+,2677,3474,+,101,898,23305656,,,blaOXA-232,2026-03-24.1,blaOXA-232__NG_049528.1,WP_043907054.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-233,blaOXA,,OXA-10 family carbapenem-hydrolyzing class D beta-lactamase OXA-233,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862149.1,NG_049529.1,No,AID67109.1,KJ657570.1,+,1,801,+,1,801,33382875,,,blaOXA-233,2026-03-24.1,blaOXA-233__NG_049529.1,WP_063862149.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-234,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-234,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_038350216.1,NG_050607.1,Yes,,JSCO01000073.1,-,232348,233172,+,101,925,,,,blaOXA-234,2026-03-24.1,blaOXA-234__NG_050607.1,WP_038350216.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-235,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-235,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_000854009.1,NG_049530.1,No,AFH36330.1,JQ820240.2,+,591,1421,+,101,931,23439638,,,blaOXA-235,2026-03-24.1,blaOXA-235__NG_049530.1,WP_000854009.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-236,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-236,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862170.1,NG_049531.1,No,AFH36332.1,JQ820242.1,+,1,831,+,1,831,23439638,,,blaOXA-236,2026-03-24.1,blaOXA-236__NG_049531.1,WP_063862170.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-237,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-237,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_000854010.1,NG_049532.1,No,AFH36331.1,JQ820241.1,+,1,831,+,1,831,23439638,,,blaOXA-237,2026-03-24.1,blaOXA-237__NG_049532.1,WP_000854010.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-239,blaOXA,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-239,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862190.1,NG_049533.1,No,AFN65709.1,JQ837239.1,+,1,822,+,1,822,,,,blaOXA-239,2026-03-24.1,blaOXA-239__NG_049533.1,WP_063862190.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-24,blaOXA,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-24,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_012754353.1,NG_049534.1,No,AAM34291.1,AF509241.1,+,1,828,+,1,828,12499201,,blaOXA-40,blaOXA-24,2026-03-24.1,blaOXA-24__NG_049534.1,WP_012754353.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-240,blaOXA,,OXA-10 family extended-spectrum class D beta-lactamase OXA-240,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063862274.1,NG_049535.1,No,AFN20670.1,JX089628.1,+,1,801,+,1,801,40167371,,,blaOXA-240,2026-03-24.1,blaOXA-240__NG_049535.1,WP_063862274.1,Beta-lactam,ESBL,existing,,,,
blaOXA-241,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-241,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_057066208.1,NG_049536.1,No,AFO55201.1,JX025021.1,+,1,825,+,1,825,23439638,,,blaOXA-241,2026-03-24.1,blaOXA-241__NG_049536.1,WP_057066208.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-242,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-242,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_001022756.1,NG_049537.1,No,AFO55202.1,JX025022.1,+,1,825,+,1,825,23439638,,,blaOXA-242,2026-03-24.1,blaOXA-242__NG_049537.1,WP_001022756.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-243,blaOXA,,class D beta-lactamase OXA-243,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_006391197.1,NG_049538.1,No,AFQ90085.1,JX206446.1,+,1,828,+,1,828,22944724,,,blaOXA-243,2026-03-24.1,blaOXA-243__NG_049538.1,WP_006391197.1,Beta-lactam,Beta-lactam,existing,,,,
blaOXA-244,blaOXA,,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-244,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_032495517.1,NG_049539.1,No,AGC60012.1,JX438000.1,+,1,798,+,1,798,23034714,,,blaOXA-244,2026-03-24.1,blaOXA-244__NG_049539.1,WP_032495517.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-245,blaOXA,,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-245,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_032495518.1,NG_049540.1,No,AGC60013.1,JX438001.1,+,1,798,+,1,798,23034714,,,blaOXA-245,2026-03-24.1,blaOXA-245__NG_049540.1,WP_032495518.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-246,blaOXA,,OXA-10 family class D beta-lactamase OXA-246,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063862394.1,NG_049541.1,No,AHC31001.1,KF711993.1,+,1,801,+,1,801,24398232,,,blaOXA-246,2026-03-24.1,blaOXA-246__NG_049541.1,WP_063862394.1,Beta-lactam,Beta-lactam,existing,,,,
blaOXA-247,blaOXA,,OXA-48 family extended-spectrum class D beta-lactamase OXA-247,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032495595.1,NG_049542.1,No,AGC70814.1,JX893517.1,+,1,786,+,1,786,"2,340,233,335,208,710",,,blaOXA-247,2026-03-24.1,blaOXA-247__NG_049542.1,WP_032495595.1,Beta-lactam,ESBL,existing,,,,
blaOXA-248,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-248,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862402.1,NG_049543.1,No,CCJ32596.1,HE963769.1,+,1,825,+,1,825,22972816,,,blaOXA-248,2026-03-24.1,blaOXA-248__NG_049543.1,WP_063862402.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-249,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-249,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862408.1,NG_049544.1,No,CCJ32597.1,HE963770.1,+,1,825,+,1,825,22972816,,,blaOXA-249,2026-03-24.1,blaOXA-249__NG_049544.1,WP_063862408.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-25,blaOXA,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-25,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862416.1,NG_049545.1,No,AAG35607.1,AF201826.1,+,22,849,+,22,849,11158758,,,blaOXA-25,2026-03-24.1,blaOXA-25__NG_049545.1,WP_063862416.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-250,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-250,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862420.1,NG_049546.1,No,CCJ32598.1,HE963771.1,+,1,825,+,1,825,22972816,,,blaOXA-250,2026-03-24.1,blaOXA-250__NG_049546.1,WP_063862420.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-251,blaOXA,,OXA-10 family class D beta-lactamase OXA-251,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063862430.1,NG_049547.1,No,AER57903.1,JN118546.1,+,1762,2562,+,101,901,25320427,,,blaOXA-251,2026-03-24.1,blaOXA-251__NG_049547.1,WP_063862430.1,Beta-lactam,Beta-lactam,existing,,,,
blaOXA-252,blaOXA,,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-252,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_037428895.1,NG_066509.1,No,ASF15667.1,CP022089.2,-,2724286,2725083,+,101,898,,,,blaOXA-252,2026-03-24.1,blaOXA-252__NG_066509.1,WP_037428895.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-253,blaOXA,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-253,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_032495764.1,NG_049548.1,No,AGK07368.1,KC479324.2,+,576,1403,+,101,928,24566181,,,blaOXA-253,2026-03-24.1,blaOXA-253__NG_049548.1,WP_032495764.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-254,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-254,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_033841866.1,NG_049549.1,No,BAN10684.1,AB781687.1,+,1,825,+,1,825,23719027,,,blaOXA-254,2026-03-24.1,blaOXA-254__NG_049549.1,WP_033841866.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-255,blaOXA,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-255,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862440.1,NG_049550.1,No,AGK07369.1,KC479325.2,+,669,1496,+,101,928,24566181,,,blaOXA-255,2026-03-24.1,blaOXA-255__NG_049550.1,WP_063862440.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-256,blaOXA,,OXA-10 family extended-spectrum class D beta-lactamase OXA-256,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_014454104.1,NG_049551.1,No,CCE94500.1,HE616889.1,+,1827,2627,+,101,901,"2,345,844,840,167,370",,,blaOXA-256,2026-03-24.1,blaOXA-256__NG_049551.1,WP_014454104.1,Beta-lactam,ESBL,existing,,,,
blaOXA-257,blaOXA,,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-257,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862441.1,NG_049552.1,No,AGK07370.1,KC567681.1,+,1211,2041,+,101,931,23934740,,,blaOXA-257,2026-03-24.1,blaOXA-257__NG_049552.1,WP_063862441.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-258,blaOXA,,OXA-258 family carbapenem-hydrolyzing class D beta-lactamase OXA-258,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063569909.1,NG_049553.1,No,CCE73593.2,HE614014.2,+,1,825,+,1,825,23467601,,,blaOXA-258,2026-03-24.1,blaOXA-258__NG_049553.1,WP_063569909.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-259,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-259,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_001021784.1,NG_049554.1,No,ENW61294.1,APRC01000020.1,+,298695,299519,+,101,925,24277043,,,blaOXA-259,2026-03-24.1,blaOXA-259__NG_049554.1,WP_001021784.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-26,blaOXA,,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-26,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862442.1,NG_049555.1,No,AAG35608.1,AF201827.1,+,22,849,+,22,849,11158758,,,blaOXA-26,2026-03-24.1,blaOXA-26__NG_049555.1,WP_063862442.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-260,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-260,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004715243.1,NG_049556.1,No,ENU54757.1,APOR01000009.1,+,341737,342561,+,101,925,24277043,,,blaOXA-260,2026-03-24.1,blaOXA-260__NG_049556.1,WP_004715243.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-261,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-261,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005111033.1,NG_049557.1,No,ENW35072.1,APQV01000009.1,+,266253,267077,+,101,925,24277043,,,blaOXA-261,2026-03-24.1,blaOXA-261__NG_049557.1,WP_005111033.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-262,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-262,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005132156.1,NG_049558.1,No,ENW50687.1,APRA01000005.1,+,465154,465978,+,101,925,24277043,,,blaOXA-262,2026-03-24.1,blaOXA-262__NG_049558.1,WP_005132156.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-263,blaOXA,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-263,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_002133528.1,NG_049559.1,No,ENW43915.1,APQY01000006.1,+,416599,417423,+,101,925,24277043,,,blaOXA-263,2026-03-24.1,blaOXA-263__NG_049559.1,WP_002133528.1,Beta-lactam,Carbapenemase (OXA-51 family),existing,,,,
blaOXA-264,blaOXA,,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-264,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005087154.1,NG_049560.1,No,ENW20318.1,APQQ01000012.1,-,286901,287728,+,101,928,24277043,,,blaOXA-264,2026-03-24.1,blaOXA-264__NG_049560.1,WP_005087154.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-265,blaOXA,,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-265,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005088661.1,NG_049561.1,No,ENW22086.1,APQR01000003.1,-,1886,2713,+,101,928,24277043,,,blaOXA-265,2026-03-24.1,blaOXA-265__NG_049561.1,WP_005088661.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-266,blaOXA,,class D beta-lactamase OXA-266,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_004878009.1,NG_049562.1,No,ENV38192.1,APPO01000008.1,-,267573,268400,+,101,928,24277043,,,blaOXA-266,2026-03-24.1,blaOXA-266__NG_049562.1,WP_004878009.1,Beta-lactam,Beta-lactam,existing,,,,
blaOXA-267,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-267,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005041180.1,NG_049563.1,No,ENV93423.1,APQH01000006.1,+,1454174,1454995,+,101,922,24277043,,,blaOXA-267,2026-03-24.1,blaOXA-267__NG_049563.1,WP_005041180.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-268,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-268,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_003651390.1,NG_049564.1,No,ENU09033.1,APOE01000008.1,-,972089,972910,+,101,922,24277043,,,blaOXA-268,2026-03-24.1,blaOXA-268__NG_049564.1,WP_003651390.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-269,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-269,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_016138346.1,NG_049565.1,No,EOQ63861.1,APQJ01000007.1,+,349334,350155,+,101,922,24277043,,,blaOXA-269,2026-03-24.1,blaOXA-269__NG_049565.1,WP_016138346.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-27,blaOXA,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-27,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063862443.1,NG_049566.1,No,AAG35609.2,AF201828.2,+,116,937,+,101,922,11158758,,,blaOXA-27,2026-03-24.1,blaOXA-27__NG_049566.1,WP_063862443.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-270,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-270,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_016141238.1,NG_049567.1,No,EOQ69512.1,APQM01000006.1,+,256343,257164,+,101,922,24277043,,,blaOXA-270,2026-03-24.1,blaOXA-270__NG_049567.1,WP_016141238.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-271,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-271,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_016145058.1,NG_049568.1,No,EOQ72432.1,APQO01000006.1,-,134981,135802,+,101,922,24277043,,,blaOXA-271,2026-03-24.1,blaOXA-271__NG_049568.1,WP_016145058.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-272,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-272,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005076320.1,NG_049569.1,No,ENW16915.1,APQP01000003.1,+,306252,307073,+,101,922,24277043,,,blaOXA-272,2026-03-24.1,blaOXA-272__NG_049569.1,WP_005076320.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-273,blaOXA,,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-273,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005069609.1,NG_049570.1,No,ENW12288.1,APQN01000012.1,+,1170133,1170954,+,101,922,24277043,,,blaOXA-273,2026-03-24.1,blaOXA-273__NG_049570.1,WP_005069609.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-274,blaOXA,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004725235.1,NG_049571.1,No,ENU56528.1,APOS01000038.1,+,15524,16369,+,101,946,,,,blaOXA-274,2026-03-24.1,blaOXA-274__NG_049571.1,WP_004725235.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-275,blaOXA,,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004816501.1,NG_049572.1,No,ENV18923.1,APPJ01000001.1,+,17228,18073,+,101,946,24277043,,,blaOXA-275,2026-03-24.1,blaOXA-275__NG_049572.1,WP_004816501.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-276,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004814035.1,NG_049573.1,No,ENV13583.1,APPI01000013.1,-,54644,55474,+,101,931,24277043,,,blaOXA-276,2026-03-24.1,blaOXA-276__NG_049573.1,WP_004814035.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-277,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004897444.1,NG_049574.1,No,ENV45890.1,APPQ01000011.1,+,9161,9991,+,101,931,24277043,,,blaOXA-277,2026-03-24.1,blaOXA-277__NG_049574.1,WP_004897444.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-278,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-278,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005220450.1,NG_049575.1,No,AGI65307.1,KC771279.1,+,1,831,+,1,831,23554204,,,blaOXA-278,2026-03-24.1,blaOXA-278__NG_049575.1,WP_005220450.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-279,blaOXA,,class D beta-lactamase OXA-279,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_004683508.1,NG_049576.1,No,ENU35234.1,APOM01000058.1,-,54863,55702,+,101,940,24277043,,,blaOXA-279,2026-03-24.1,blaOXA-279__NG_049576.1,WP_004683508.1,Beta-lactam,Beta-lactam,existing,,,,
blaOXA-28,blaOXA,,OXA-10 family extended-spectrum class D beta-lactamase OXA-28,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032489753.1,NG_049577.1,No,AAF72942.1,AF231133.1,+,1346,2146,+,101,901,11158739,,,blaOXA-28,2026-03-24.1,blaOXA-28__NG_049577.1,WP_032489753.1,Beta-lactam,ESBL,existing,,,,
blaOXA-280,blaOXA,,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004977701.1,NG_049578.1,No,ENV74419.1,APPZ01000001.1,+,7526,8353,+,101,928,24277043,,,blaOXA-280,2026-03-24.1,blaOXA-280__NG_049578.1,WP_004977701.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-281,blaOXA,,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004697403.1,NG_049579.1,No,ENU38533.1,APON01000041.1,+,10444,11268,+,101,925,24277043,,,blaOXA-281,2026-03-24.1,blaOXA-281__NG_049579.1,WP_004697403.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-282,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-282,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004728961.1,NG_049580.1,No,ENU64030.1,APOT01000024.1,+,8560,9390,+,101,931,24277043,,,blaOXA-282,2026-03-24.1,blaOXA-282__NG_049580.1,WP_004728961.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-283,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-283,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004647119.1,NG_049581.1,No,ENU15301.1,APOG01000008.1,+,114900,115730,+,101,931,24277043,,,blaOXA-283,2026-03-24.1,blaOXA-283__NG_049581.1,WP_004647119.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-284,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-284,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005245537.1,NG_049582.1,No,ENX16434.1,APRU01000004.1,+,72685,73515,+,101,931,24277043,,,blaOXA-284,2026-03-24.1,blaOXA-284__NG_049582.1,WP_005245537.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-285,blaOXA,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-285,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005268230.1,NG_049583.1,No,ENX26326.1,APRY01000059.1,+,64997,65827,+,101,931,24277043,,,blaOXA-285,2026-03-24.1,blaOXA-285__NG_049583.1,WP_005268230.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-286,blaOXA,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-286,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_004657207.1,NG_049584.1,No,ENU21708.1,APOI01000030.1,+,189486,190328,+,101,943,30247543,,,blaOXA-286,2026-03-24.1,blaOXA-286__NG_049584.1,WP_004657207.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-287,blaOXA,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-287,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_032865068.1,NG_050609.1,Yes,,APPH01000006.1,+,253516,254352,+,101,937,24277043,,,blaOXA-287,2026-03-24.1,blaOXA-287__NG_050609.1,WP_032865068.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-288,blaOXA,,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-288,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005201559.1,NG_049585.1,No,ENX60508.1,APRN01000033.1,-,307090,307932,+,101,943,"2,427,704,330,247,540",,,blaOXA-288,2026-03-24.1,blaOXA-288__NG_049585.1,WP_005201559.1,Beta-lactam,Carbapenemase,existing,,,,
blaOXA-289,blaOXA,,class D beta-lactamase OXA-289,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_081400730.1,NG_079946.1,Yes,,APRM01000005.1,-,282564,283403,+,101,940,,,,blaOXA-289,2026-03-24.1,blaOXA-289__NG_079946.1,WP_081400730.1,Beta-lactam,Beta-lactam,existing,,,,
blaOXA-29,blaOXA,,oxacillin-hydrolyzing class D beta-lactamase OXA-29,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_014845076.1,NG_049586.1,No,CAC35728.1,AJ400619.1,+,34,834,+,34,834,11709332,,,blaOXA-29,2026-03-24.1,blaOXA-29__NG_049586.1,WP_014845076.1,Beta-lactam,Beta-lactam,existing,,,,
blaOXA-290,blaOXA,,class D beta-lactamase OXA-290,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_081398973.1,NG_079947.1,Yes,,APOK01000044.1,-,289939,290778,+,101,940,,,,blaOXA-290,2026-03-24.1,blaOXA-290__NG_079947.1,WP_081398973.1,Beta-lactam,Beta-lactam,existing,,,,
